ENTIDAD,ENTIDAD_DEPARTAMENTO,ENTIDAD_PROVINCIA,ENTIDAD_DISTRITO,OBJETOCONTRACTUAL,SECTOR,TIPOENTIDADOEE,ITEM_DEPARTAMENTO,ITEM_PROVINCIA,ITEM_DISTRITO,MONTOADJUDICADOSOLES,CANTIDADADJUDICADA,TIPOPROVEEDOR,PROVEEDOR,DETALLEPROVEEDOR,RUBROS
'GOBIERNO REGIONAL DE MADRE DE DIOS - DIRECCION REGIONAL DE SALUD MADRE DE DIOS','MADRE DE DIOS',TAMBOPATA,TAMBOPATA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL','MADRE DE DIOS',TAMBOPATA,TAMBOPATA,155400,6216,'Persona Natural','ORONCOY BUENO MARIA DEL CARMEN',?,MEDICAMENTOS
'UNIVERSIDAD NACIONAL INTERCULTURAL DE LA SELVA CENTRAL JUAN SANTOS ATAHUALPA',JUNIN,CHANCHAMAYO,CHANCHAMAYO,Servicio,EDUCACIÓN,'GOBIERNO NACIONAL',JUNIN,CHANCHAMAYO,CHANCHAMAYO,264773.85,1,'Persona Juridica','TELEFONICA DEL PERU SAA',?,'OTROS SERVICIOS'
'MARINA DE GUERRA DEL PERU',CALLAO,CALLAO,'LA PERLA',Bien,DEFENSA,'GOBIERNO NACIONAL',LORETO,MAYNAS,PUNCHANA,195551.1,5,'Persona Juridica','COMERCIO Y SERVICIOS VEGA S.R.L.',?,ALIMENTOS
'GOBIERNO REGIONAL DE MADRE DE DIOS - DIRECCION REGIONAL DE SALUD MADRE DE DIOS','MADRE DE DIOS',TAMBOPATA,TAMBOPATA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL','MADRE DE DIOS',TAMBOPATA,TAMBOPATA,128440,38,'Persona Juridica','INTECWELD IMPORT S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE LA LIBERTAD - HOSPITAL REGIONAL DOCENTE DE TRUJILLO','LA LIBERTAD',TRUJILLO,TRUJILLO,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL','LA LIBERTAD',TRUJILLO,TRUJILLO,46002,4182,'Persona Juridica','INVERSIONES VALUPA E.I.R.L.',?,'PROD. ASEO Y LIMPIEZA'
'MINISTERIO DE COMERCIO EXTERIOR Y TURISMO',LIMA,LIMA,'SAN ISIDRO',Servicio,'COMERCIO EXTERIOR Y TURISMO','GOBIERNO NACIONAL',LIMA,LIMA,LIMA,132300,1,'Persona Juridica','GRUPO A.N.B S.A.C.',?,'ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN'
'MINISTERIO DE COMERCIO EXTERIOR Y TURISMO',LIMA,LIMA,'SAN ISIDRO',Servicio,'COMERCIO EXTERIOR Y TURISMO','GOBIERNO NACIONAL',LIMA,LIMA,LIMA,113400,1,'Persona Juridica','100PRE FELIZ SOCIEDAD ANONIMA CERRADA',?,'ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN'
'MINISTERIO DE COMERCIO EXTERIOR Y TURISMO',LIMA,LIMA,'SAN ISIDRO',Servicio,'COMERCIO EXTERIOR Y TURISMO','GOBIERNO NACIONAL',LIMA,LIMA,LIMA,109760,1,'Persona Juridica','CHIRRY\'S INVERSIONES S.A.C. - C.H.I.S.A.C.',?,'ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN'
'MINISTERIO DE COMERCIO EXTERIOR Y TURISMO',LIMA,LIMA,'SAN ISIDRO',Servicio,'COMERCIO EXTERIOR Y TURISMO','GOBIERNO NACIONAL',LIMA,LIMA,LIMA,35000,1,'Persona Juridica','NEGOCIOS HOTELEROS TACNA E.I.R.L.',?,'ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN'
'MINISTERIO DE COMERCIO EXTERIOR Y TURISMO',LIMA,LIMA,'SAN ISIDRO',Servicio,'COMERCIO EXTERIOR Y TURISMO','GOBIERNO NACIONAL',LIMA,LIMA,LIMA,147000,1,'Persona Juridica','SERVICIOS HOTELEROS DEL SUR S.A.C.',?,'ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN'
'MINISTERIO DE COMERCIO EXTERIOR Y TURISMO',LIMA,LIMA,'SAN ISIDRO',Servicio,'COMERCIO EXTERIOR Y TURISMO','GOBIERNO NACIONAL',LIMA,LIMA,LIMA,78400,1,'Persona Juridica','INVERSIONES TESILLO EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - INVERSIONES TESILLO E.I.R.L.',?,'ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN'
'MINISTERIO DE COMERCIO EXTERIOR Y TURISMO',LIMA,LIMA,'SAN ISIDRO',Servicio,'COMERCIO EXTERIOR Y TURISMO','GOBIERNO NACIONAL',LIMA,LIMA,LIMA,63000,1,'Persona Juridica','INVERSIONES EL MURIQUE SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA',?,'ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN'
'MINISTERIO DE COMERCIO EXTERIOR Y TURISMO',LIMA,LIMA,'SAN ISIDRO',Servicio,'COMERCIO EXTERIOR Y TURISMO','GOBIERNO NACIONAL',LIMA,LIMA,LIMA,55440,1,'Persona Juridica','HOTEL LEXUS SOCIEDAD ANONIMA CERRADA - HOTEL LEXUS S.A.C.',?,'ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN'
'MINISTERIO DE COMERCIO EXTERIOR Y TURISMO',LIMA,LIMA,'SAN ISIDRO',Servicio,'COMERCIO EXTERIOR Y TURISMO','GOBIERNO NACIONAL',LIMA,LIMA,LIMA,169680,1,'Persona Juridica','NUEVO HOTEL PLAZA EL CARMEN EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - NHPC E.I.R.L.',?,'ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN'
'MINISTERIO DE COMERCIO EXTERIOR Y TURISMO',LIMA,LIMA,'SAN ISIDRO',Servicio,'COMERCIO EXTERIOR Y TURISMO','GOBIERNO NACIONAL',LIMA,LIMA,LIMA,127400,1,'Persona Juridica','COORPORACION TURISTICA SAN MARTIN S.A.C. - COORP. TURIST. S.M. S.A.C.',?,'ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN'
'MINISTERIO DE COMERCIO EXTERIOR Y TURISMO',LIMA,LIMA,'SAN ISIDRO',Servicio,'COMERCIO EXTERIOR Y TURISMO','GOBIERNO NACIONAL',LIMA,LIMA,LIMA,140140,1,'Persona Juridica','BILBAO HOTEL INN E.I.R.L.',?,'ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN'
'MINISTERIO DE COMERCIO EXTERIOR Y TURISMO',LIMA,LIMA,'SAN ISIDRO',Servicio,'COMERCIO EXTERIOR Y TURISMO','GOBIERNO NACIONAL',LIMA,LIMA,LIMA,114800,1,'Persona Juridica','INVERSIONES BOLIVAR TACNA S.A.C.',?,'ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN'
'MINISTERIO DE COMERCIO EXTERIOR Y TURISMO',LIMA,LIMA,'SAN ISIDRO',Servicio,'COMERCIO EXTERIOR Y TURISMO','GOBIERNO NACIONAL',LIMA,LIMA,LIMA,84000,1,'Persona Juridica','GRUPO LIMANI S.R.L.',?,'ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN'
'MINISTERIO DE COMERCIO EXTERIOR Y TURISMO',LIMA,LIMA,'SAN ISIDRO',Servicio,'COMERCIO EXTERIOR Y TURISMO','GOBIERNO NACIONAL',LIMA,LIMA,LIMA,43680,1,'Persona Juridica','CARTIR PERU S R L',?,'ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN'
'MINISTERIO DE COMERCIO EXTERIOR Y TURISMO',LIMA,LIMA,'SAN ISIDRO',Servicio,'COMERCIO EXTERIOR Y TURISMO','GOBIERNO NACIONAL',LIMA,LIMA,LIMA,133280,1,'Persona Juridica','FARAONA SERVICIOS HOTELEROS S.A.',?,'ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN'
'MUNICIPALIDAD PROVINCIAL DE HUARAZ',ANCASH,HUARAZ,HUARAZ,Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',ANCASH,HUARAZ,HUARAZ,70840,560,'Persona Juridica','FERRETERÍA INDUSTRIAL RIO NILO E.I.R.L.',?,ALIMENTOS
'GOBIERNO REGIONAL DE LA LIBERTAD - HOSPITAL REGIONAL DOCENTE DE TRUJILLO','LA LIBERTAD',TRUJILLO,TRUJILLO,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL','LA LIBERTAD',TRUJILLO,TRUJILLO,127800,3300,'Persona Juridica','B.BRAUN MEDICAL PERU S.A.',?,'MATERIAL Y EQUIPO MEDICO'
'HOSPITAL NACIONAL SERGIO E. BERNALES',LIMA,LIMA,COMAS,Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,COMAS,650400,300000,'Persona Juridica','LINDE GAS PERU S.A.',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE CAJAMARCA - DIRECCION SUB REGIONAL DE SALUD JAEN',CAJAMARCA,JAEN,JAEN,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',CAJAMARCA,JAEN,JAEN,199999.56,196078,'Persona Juridica','PROYECTOS & DETALLES SOCIEDAD ANONIMA CERRADA',?,'MATERIAL Y EQUIPO MEDICO'
'MUNICIPALIDAD DISTRITAL DE UCHIZA','SAN MARTIN',TOCACHE,UCHIZA,Servicio,'GOBIERNO LOCAL','GOBIERNO LOCAL','SAN MARTIN',TOCACHE,UCHIZA,39005,134.5,'Persona Natural','MOSQUERA VERA MANUEL LEONIDAS',?,'LIMPIEZA Y FUMIGACIÓN'
'MUNICIPALIDAD DISTRITAL DE UCHIZA','SAN MARTIN',TOCACHE,UCHIZA,Servicio,'GOBIERNO LOCAL','GOBIERNO LOCAL','SAN MARTIN',TOCACHE,UCHIZA,60994.83,210.32,'Persona Juridica','A & G MISTI CONSTRUCTORES S.A.C',?,'LIMPIEZA Y FUMIGACIÓN'
'CENTRO VACACIONAL HUAMPANI',LIMA,LIMA,LURIGANCHO,Bien,EDUCACIÓN,'GOBIERNO NACIONAL',LIMA,LIMA,LURIGANCHO,63370,1,'Persona Juridica','ALIFRESCOS JASA S.A.C.',?,ALIMENTOS
'GOBIERNO REGIONAL DE AYACUCHO SEDE CENTRAL',AYACUCHO,HUAMANGA,AYACUCHO,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',AYACUCHO,HUAMANGA,AYACUCHO,169900,1,'Persona Juridica','SAFER CONTRATISTAS GENERALES S.A.C.',?,'OTROS BIENES'
'GOBIERNO REGIONAL DE LA LIBERTAD - HOSPITAL REGIONAL DOCENTE DE TRUJILLO','LA LIBERTAD',TRUJILLO,TRUJILLO,Servicio,'GOBIERNO REGIONAL','GOBIERNO REGIONAL','LA LIBERTAD',TRUJILLO,TRUJILLO,70000,1,'Persona Juridica','CENTRO NEFROLOGICO SANTA LUCIA S.A.C.',?,'OTROS SERVICIOS'
'GOBIERNO REGIONAL DE CAJAMARCA-HOSPITAL CAJAMARCA',CAJAMARCA,CAJAMARCA,CAJAMARCA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',CAJAMARCA,CAJAMARCA,CAJAMARCA,91655,6,'Persona Juridica','SUMINISTROS BIOMEDICOS SOCIEDAD ANONIMA CERRADA - SUMINISTROS BIOMEDICOS S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'UNIVERSIDAD NACIONAL DE TRUJILLO','LA LIBERTAD',TRUJILLO,TRUJILLO,Servicio,EDUCACIÓN,'GOBIERNO NACIONAL','LA LIBERTAD',TRUJILLO,TRUJILLO,907456,1,'Persona Juridica','ENTEL PERU S.A.',?,'OTROS SERVICIOS'
'GOBIERNO REGIONAL DE AYACUCHO SEDE CENTRAL',AYACUCHO,HUAMANGA,AYACUCHO,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',AYACUCHO,HUAMANGA,AYACUCHO,299494.44,1,'Persona Juridica','INGENIERIA GRAN PERU S.A.C.',?,'OTROS BIENES'
'GOBIERNO REGIONAL DE AYACUCHO SEDE CENTRAL',AYACUCHO,HUAMANGA,AYACUCHO,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',AYACUCHO,HUAMANGA,AYACUCHO,173670,1,'Persona Juridica','SAFER CONTRATISTAS GENERALES S.A.C.',?,'OTROS BIENES'
'INSTITUTO NACIONAL DE RADIO, TELEVISION DEL PERU',LIMA,LIMA,LIMA,Servicio,CULTURA,'GOBIERNO NACIONAL',LIMA,LIMA,'LA VICTORIA',261445,1,'Persona Juridica','SOFTLINE INTERNATIONAL PERU S.A.C.',?,'OTROS SERVICIOS'
'GOBIERNO REGIONAL DE MADRE DE DIOS - HOSPITAL SANTA ROSA DE PUERTO MALDONADO','MADRE DE DIOS',TAMBOPATA,TAMBOPATA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL','MADRE DE DIOS',TAMBOPATA,TAMBOPATA,91090.3,10,'Persona Juridica','HAMPI KALLPA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA',?,'MATERIAL Y EQUIPO MEDICO'
'INSTITUTO NACIONAL DE SALUD DEL NIÑO',LIMA,LIMA,BREÑA,Servicio,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,BREÑA,108000,1,'Persona Juridica','HOSPITAL VIRTUAL S.A.C.',?,'OTROS SERVICIOS'
'MUNICIPALIDAD DISTRITAL DE LURIGANCHO (CHOSICA)',LIMA,LIMA,LURIGANCHO,Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',LIMA,LIMA,LURIGANCHO,46092.6,1,'Persona Juridica','R M P CLEANER S.A.C.',?,'PROD. ASEO Y LIMPIEZA'
'MUNICIPALIDAD DISTRITAL DE LURIGANCHO (CHOSICA)',LIMA,LIMA,LURIGANCHO,Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',LIMA,LIMA,LURIGANCHO,95787,1,'Persona Natural','LUCICH RIVERA ALEX LUIS',?,'MATERIAL Y EQUIPO MEDICO'
'CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD',LIMA,LIMA,'JESUS MARIA',Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,'JESUS MARIA',335903,79036,'Persona Juridica','TEXTILES CAMONES S.A.',?,'OTROS BIENES'
'MINISTERIO DE SALUD',LIMA,LIMA,'JESUS MARIA',Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,BREÑA,46800,120000,'Persona Juridica','R & G SEGURIDAD E HIGIENE INDUSTRIAL S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'MARINA DE GUERRA DEL PERU',CALLAO,CALLAO,'LA PERLA',Bien,DEFENSA,'GOBIERNO NACIONAL',UCAYALI,'CORONEL PORTILLO',CALLERIA,128217.6,1,'Persona Juridica','CORPORACION VEGA S.A.C.',?,ALIMENTOS
'MARINA DE GUERRA DEL PERU',CALLAO,CALLAO,'LA PERLA',Bien,DEFENSA,'GOBIERNO NACIONAL',UCAYALI,'CORONEL PORTILLO',CALLERIA,238442.4,4,'Persona Juridica','TRAHIS SOCIEDAD ANONIMA CERRRADA',?,ALIMENTOS
'INSTITUTO NACIONAL DE RADIO, TELEVISION DEL PERU',LIMA,LIMA,LIMA,Bien,CULTURA,'GOBIERNO NACIONAL',LIMA,LIMA,LIMA,54600,700,'Persona Juridica','BULLCORP PERU S.A.C-BULLCORP S.A.C',?,'MATERIAL Y EQUIPO MEDICO'
'INSTITUTO NACIONAL DE RADIO, TELEVISION DEL PERU',LIMA,LIMA,LIMA,Bien,CULTURA,'GOBIERNO NACIONAL',LIMA,LIMA,LIMA,138897.5,3500,'Persona Juridica','BULLCORP PERU S.A.C-BULLCORP S.A.C',?,'OTROS BIENES'
'MUNICIPALIDAD PROVINCIAL DE LA CONVENCION - SANTA ANA',CUSCO,'LA CONVENCION','SANTA ANA',Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',CUSCO,'LA CONVENCION','SANTA ANA',37000,1000,'Persona Juridica','GENIA TECH SAC',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE SAN MARTIN - PROYECTO ESPECIAL HUALLAGA CENTRAL Y BAJO MAYO','SAN MARTIN','SAN MARTIN',TARAPOTO,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL','SAN MARTIN','SAN MARTIN',TARAPOTO,1895670,1,'Persona Juridica','NEGOCIACIONES UNIVERSAL POWER S.R.L',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE UCAYALI RED DE SALUD N° 01 CORONEL PORTILLO',UCAYALI,'CORONEL PORTILLO','MANANTAY ',Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',UCAYALI,'CORONEL PORTILLO','MANANTAY ',73500,4900,'Persona Juridica','EQUIPOS Y MOBILIARIOS MEDICOS DEL PERU E.I.R.L.',?,'MATERIAL Y EQUIPO MEDICO'
'INSTITUTO NACIONAL DE SALUD',LIMA,LIMA,CHORRILLOS,Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,CHORRILLOS,70000,1,'Persona Juridica','BELOMED S.R.L.',?,'OTROS BIENES'
'SEGURO SOCIAL DE SALUD',LIMA,LIMA,'JESUS MARIA',Servicio,'TRABAJO Y PROMOCIÓN DEL EMPLEO',FONAFE,LIMA,LIMA,'VILLA EL SALVADOR',433675.73,1,'Persona Juridica','PRAXAIR PERU SRL',?,'OBRAS, CONSTRUCCIONES Y CONSULTORIAS'
'SEGURO SOCIAL DE SALUD',LIMA,LIMA,'JESUS MARIA',Servicio,'TRABAJO Y PROMOCIÓN DEL EMPLEO',FONAFE,PIURA,PIURA,CASTILLA,2371918,1,'Persona Juridica','SOLUCIONES ESTRUCTURALES SOCIEDAD ANONIMA CERRADA',?,'OBRAS, CONSTRUCCIONES Y CONSULTORIAS'
'GOBIERNO REGIONAL DE PUNO- HOSPITAL REGIONAL MANUEL NUÑEZ BUTRON',PUNO,PUNO,PUNO,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',PUNO,PUNO,PUNO,39912,4000,'Persona Juridica','HAMPI KALLPA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA',?,'MATERIAL Y EQUIPO MEDICO'
'MUNICIPALIDAD PROVINCIAL DE HUARMEY',ANCASH,HUARMEY,HUARMEY,Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',ANCASH,HUARMEY,HUARMEY,45000,1000,'Persona Juridica','CORPORACION PEREZ DIAZ S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'MUNICIPALIDAD PROVINCIAL DE TALARA - PARIÑAS',PIURA,TALARA,PARIÑAS,Servicio,'GOBIERNO LOCAL','GOBIERNO LOCAL',PIURA,TALARA,PARIÑAS,121000,1,Consorcio,'CONSORCIO SAGAT','SAMANIEGO LOPEZ JORGE MIGUEL','OBRAS, CONSTRUCCIONES Y CONSULTORIAS'
'MUNICIPALIDAD PROVINCIAL DE TALARA - PARIÑAS',PIURA,TALARA,PARIÑAS,Servicio,'GOBIERNO LOCAL','GOBIERNO LOCAL',PIURA,TALARA,PARIÑAS,121000,1,Consorcio,'CONSORCIO SAGAT','JAVE ALVITES JORGE LUIS','OBRAS, CONSTRUCCIONES Y CONSULTORIAS'
'SEGURO SOCIAL DE SALUD',LIMA,LIMA,'JESUS MARIA',Servicio,'TRABAJO Y PROMOCIÓN DEL EMPLEO',FONAFE,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,1379066,1,'Persona Juridica','SOLUCIONES ESTRUCTURALES SOCIEDAD ANONIMA CERRADA',?,'OBRAS, CONSTRUCCIONES Y CONSULTORIAS'
'PROYECTO ESPECIAL PARA LA PREPARACION Y DESARROLLO DE LOS XVIII JUEGOS PANAMERICANOS DEL 2019',LIMA,LIMA,'SAN LUIS',Bien,'TRANSPORTES Y COMUNICACIONES','GOBIERNO NACIONAL',LIMA,LIMA,'SAN LUIS',41000,100,'Persona Juridica','BIOIMAGEN S.A.C',?,'MATERIAL Y EQUIPO MEDICO'
'SEGURO SOCIAL DE SALUD',LIMA,LIMA,'JESUS MARIA',Servicio,'TRABAJO Y PROMOCIÓN DEL EMPLEO',FONAFE,ANCASH,SANTA,CHIMBOTE,2834650,1,'Persona Juridica','ARQEF SOCIEDAD ANONIMA CERRADA - ARQEF S.A.C.',?,'OBRAS, CONSTRUCCIONES Y CONSULTORIAS'
'REGISTRO NACIONAL DE IDENTIFICACION Y ESTADO CIVIL',LIMA,LIMA,LIMA,Servicio,OTROS,'GOBIERNO NACIONAL',LIMA,LIMA,LIMA,4148000,1,'Persona Juridica','TELEFONICA DEL PERU SAA',?,'OTROS SERVICIOS'
'HOSPITAL SANTA ROSA',LIMA,LIMA,'PUEBLO LIBRE',Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,'PUEBLO LIBRE',188086,15700,'Persona Juridica','L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA',?,'MATERIAL Y EQUIPO MEDICO'
'SEGURO SOCIAL DE SALUD',LIMA,LIMA,'JESUS MARIA',Servicio,'TRABAJO Y PROMOCIÓN DEL EMPLEO',FONAFE,TACNA,TACNA,TACNA,134351.39,1,'Persona Juridica','M & K CONSULTORIA Y SERVICIOS INTEGRALES S.R.L.',?,'OTROS SERVICIOS'
'MUNICIPALIDAD DISTRITAL DE CUPISNIQUE',CAJAMARCA,CONTUMAZA,CUPISNIQUE,Servicio,'GOBIERNO LOCAL','GOBIERNO LOCAL',CAJAMARCA,CONTUMAZA,CUPISNIQUE,598299.78,2,'Persona Natural','CANO HONORES ALBERTO ORLANDO',?,'OTROS SERVICIOS'
'UNIVERSIDAD NACIONAL AUTONOMA DE TAYACAJA DANIEL HERNANDEZ MORILLO',HUANCAVELICA,TAYACAJA,'DANIEL HERNANDEZ',Servicio,EDUCACIÓN,'GOBIERNO NACIONAL',HUANCAVELICA,TAYACAJA,PAMPAS,87700.2,314,'Persona Juridica','VIETTEL  PERU  S.A.C.',?,'OTROS SERVICIOS'
'GOBIERNO REGIONAL DE LA LIBERTAD - RED SALUD SANCHEZ CARRION - HOSPITAL LEONCIO PRADO','LA LIBERTAD','SANCHEZ CARRION',HUAMACHUCO,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL','LA LIBERTAD','SANCHEZ CARRION',HUAMACHUCO,49000,14000,'Persona Juridica','CONSORCIO EZAINE E.I.R.L.',?,'MATERIAL Y EQUIPO MEDICO'
'HOSPITAL CAYETANO HEREDIA',LIMA,LIMA,'SAN MARTIN DE PORRES',Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,'SAN MARTIN DE PORRES',326000,20000,'Persona Juridica','INVERSIONES TAMBRAICO S.A.C.',?,'OTROS BIENES'
'GOBIERNO REGIONAL DE AMAZONAS - HOSPITAL DE APOYO CHACHAPOYAS',AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,180000,4000,'Persona Juridica','DELTALAB PERU E.I.R.L.',?,'MATERIAL Y EQUIPO MEDICO'
'HOSPITAL CAYETANO HEREDIA',LIMA,LIMA,'SAN MARTIN DE PORRES',Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,'SAN MARTIN DE PORRES',290000,20000,'Persona Juridica','UTILITARIOS MEDICOS S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE LA LIBERTAD - RED SALUD SANCHEZ CARRION - HOSPITAL LEONCIO PRADO','LA LIBERTAD','SANCHEZ CARRION',HUAMACHUCO,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL','LA LIBERTAD','SANCHEZ CARRION',HUAMACHUCO,80850,4620,'Persona Juridica','COMPAÑIA BECERRA GUZMAN S.R.L. ',?,'MATERIAL Y EQUIPO MEDICO'
'SEGURO SOCIAL DE SALUD',LIMA,LIMA,'JESUS MARIA',Bien,'TRABAJO Y PROMOCIÓN DEL EMPLEO',FONAFE,'SAN MARTIN',MOYOBAMBA,MOYOBAMBA,95682,1850,'Persona Juridica','DROGUERIA IMPORTADORA & COMERCIALIZADORA L. VALDIVIEZO E.I.R.L.',?,'MATERIAL Y EQUIPO MEDICO'
'HOSPITAL CAYETANO HEREDIA',LIMA,LIMA,'SAN MARTIN DE PORRES',Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,'SAN MARTIN DE PORRES',372750,75000,'Persona Juridica','PRAXAIR PERU SRL',?,'MATERIAL Y EQUIPO MEDICO'
'MUNICIPALIDAD DISTRITAL DE MAGDALENA DEL MAR',LIMA,LIMA,'MAGDALENA DEL MAR',Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',LIMA,LIMA,'MAGDALENA DEL MAR',46200,48,'Persona Juridica','LABSYSTEMS S.A.C',?,'MATERIAL Y EQUIPO MEDICO'
'HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR',LIMA,LIMA,'VILLA EL SALVADOR',Servicio,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,'VILLA EL SALVADOR',316914.5,1,'Persona Juridica','SAEG PERU S.A.',?,'OBRAS, CONSTRUCCIONES Y CONSULTORIAS'
'UNIVERSIDAD NACIONAL SAN LUIS GONZAGA DE ICA',ICA,ICA,ICA,Bien,EDUCACIÓN,'GOBIERNO NACIONAL',ICA,ICA,ICA,90000,720,'Persona Juridica','NEXUS PHARMACEUTICAL E.I.R.L.',?,'MATERIAL Y EQUIPO MEDICO'
'UNIVERSIDAD NACIONAL SAN LUIS GONZAGA DE ICA',ICA,ICA,ICA,Bien,EDUCACIÓN,'GOBIERNO NACIONAL',ICA,ICA,ICA,49322,1897,'Persona Natural','ROJAS ESCATE CESAR ENRIQUE',?,'PROD. ASEO Y LIMPIEZA'
'GOBIERNO REGIONAL DE HUANCAVELICA-SALUD',HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,Servicio,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,178907,1,'Persona Juridica','GRUPO BLESSING PERU S.A.C.',?,'OBRAS, CONSTRUCCIONES Y CONSULTORIAS'
'UNIVERSIDAD NACIONAL SAN AGUSTIN',AREQUIPA,AREQUIPA,AREQUIPA,Servicio,EDUCACIÓN,'GOBIERNO NACIONAL',AREQUIPA,AREQUIPA,AREQUIPA,1026870.96,1,'Persona Juridica','ENTEL PERU S.A.',?,'OTROS SERVICIOS'
'FUERZA AEREA DEL PERU',LIMA,LIMA,'JESUS MARIA',Bien,DEFENSA,'GOBIERNO NACIONAL',LIMA,LIMA,LINCE,59360,42400,'Persona Juridica','ARGOS MEDICAL IMPORT S.R.L.',?,'MATERIAL Y EQUIPO MEDICO'
'FUERZA AEREA DEL PERU',LIMA,LIMA,'JESUS MARIA',Bien,DEFENSA,'GOBIERNO NACIONAL',LIMA,LIMA,LINCE,34950,250,'Persona Natural','SULLON CORDOVA HENRY EDGAR',?,'MATERIAL Y EQUIPO MEDICO'
'FUERZA AEREA DEL PERU',LIMA,LIMA,'JESUS MARIA',Bien,DEFENSA,'GOBIERNO NACIONAL',LIMA,LIMA,LINCE,56900,1000,'Persona Juridica','M & S MEDICAL IMPORTACIONES S.A.C.',?,'OTROS BIENES'
'FUERZA AEREA DEL PERU',LIMA,LIMA,'JESUS MARIA',Bien,DEFENSA,'GOBIERNO NACIONAL',LIMA,LIMA,LINCE,48000,1000,'Persona Juridica','CHAPOLAB SAC',?,'OTROS BIENES'
